family_name	first_name	other_name	Count
Kotzebue	August von	NA	83
Örnulf	Gunnar	NA	83
Norrby	Johannes	NA	83
Messenius	Johannes	NA	83
Nyblom	Helena	NA	82
Lyttkens	Alice	NA	82
Staël von Holstein	Lage	NA	82
Ghobé	Gerda	NA	82
Pachius	Petrus	NA	82
Zola	Émile	NA	81
Laurin	Carl G	NA	81
Ridderstad	Carl Fredrik	NA	81
Ihre	Johan	NA	81
Meyn	Niels	NA	80
Nycander	Fredrik	NA	80
Holberg	Ludvig	NA	80
Nordencrantz	Anders	NA	80
Melsted	Henning von	NA	79
Wallerius	Johan Gottschalk	NA	79
Hjärne	Harald	NA	79
Atterbom	Per Daniel Amadeus	NA	78
Ödmann	Jenny Maria	NA	78
Arenander	E. O	NA	78
Martinson	Moa	NA	78
Sandgren	Gustav	NA	77
Winter	Fred	NA	77
Charlier	Carl V. L	NA	77
Bunyan	John	NA	76
Hildebrand	Hans	NA	76
NA	NA	Snorre Sturlasson	76
Agardh	Carl Adolph	NA	76
Hedberg	Olle	NA	76
Tham	Pehr	NA	76
Swedberg	Jesper	NA	76
Wiborg	Anders	NA	76
Cooper	James Fenimore	NA	75
Voigt	Johann Heinrich	NA	75
Eje	Anders	NA	75
Tessin	Carl Gustaf	NA	75
Ekström	Gunnar	NA	75
Hedberg	Frans	NA	74
Ström	Fredrik	NA	74
Widegren	Gunnar	NA	74
Fryxell	Anders	NA	73
Melander	Emil	NA	73
Leffler	Anne Charlotte	NA	73
Berg	C. O	NA	73
Munthe	Axel	NA	73
Taube	Evert	NA	73
Viksten	Albert	NA	73
Johns	William Earl	NA	73
Andersson	Gunnar	NA	73
Stevenson	Robert Louis	NA	72
Horatius Flaccus	Quintus	NA	71
Bengtsson	Frans G	NA	71
Mörner	Birger	NA	71
Thunberg	Carl Peter	NA	71
Tigerstedt	Robert	NA	71
Knutsson	Gösta	NA	71
Kolmodin	Adolf	NA	71
Retzius	Gustaf	NA	70
Twain	Mark	NA	70
Lundgren	Hjalmar	NA	70
Sirén	Osvald	NA	70
Bolin	Lorentz	NA	70
Pufendorf	Samuel von	NA	70
Ödmann	Samuel	NA	70
Rudbeck	Olof	NA	70
Mörne	Arvid	NA	70
Klason	Peter	NA	70
Almquist	Ernst	NA	70
Nordström	Henrik Andersson	NA	70
Hammarsten	Olof	NA	69
Bjerre	Poul	NA	69
Andersson	Axel	NA	69
Centerwall	Otto	NA	69
Lindman	Maj	NA	69
Haglund	Patrik	NA	69
Waerland	Are	NA	68
Maupassant	Guy de	NA	68
Botvid	John	NA	68
Hedrén	Johan Jacob	NA	68
Eschstruth	Nataly von	NA	68
Ullman	U. L	NA	67
Hydén	Nils	NA	67
De Geer	Gerard	NA	67
Forsslund	Karl-Erik	NA	67
Odhner	Clas Theodor	NA	66
Roos	Anna Maria	NA	66
Bergman	Sten	NA	66
Nordenskiöld	Adolf Erik	NA	66
Almkvist	Johan	NA	66
Hornborg	Eirik	NA	66
Holmström	Ragnar	NA	66
Möller	Artur	NA	66
Aulén	Gustaf	NA	66
Besant	Annie	NA	65
Bååth-Holmberg	Cecilia	NA	65
Arrhenius	Johan Petter	NA	65
Åkerhielm	Annie	NA	65
Brisman	Sven	NA	65
Dixelius	Hildur	NA	65
Schönberg	Anders	NA	65
Bælter	Sven	NA	65
Zetterström	Erik	NA	64
Billing	Gottfrid	NA	64
Snoilsky	Carl	NA	64
Fresenius	Johann Philipp	NA	64
Ölander	Anna	NA	64
Rydelius	Andreas	NA	64
Gray	Berkeley	NA	64
Djurberg	Daniel	NA	64
Cleve	Friedrich August	NA	64
Essen-Möller	Elis	NA	63
Bohlin	Torsten	NA	63
Shakespeare	William	NA	63
Nordh	Bernhard	NA	63
Kjellén	Rudolf	NA	63
Bager	Haqvin	NA	63
Gunter	Archibald Clavering	NA	63
Lindh	Nils Magnus	NA	63
Fahlbeck	Pontus	NA	62
Österling	Anders	NA	62
Gyldén	Hugo	NA	62
Höglund	Zeth	NA	62
Holmberg	Teodor	NA	62
Björkquist	Manfred	NA	62
Thorild	Thomas	NA	62
Sparre	Birgit Th	NA	62
Hellström	Gustaf	NA	62
Hammenhög	Waldemar	NA	62
Spole	Anders	NA	62
Möller	Johan	NA	62
Granberg	Per Adolf	NA	62
NA	NA	Homeros	61
Tavaststjerna	Karl August	NA	61
NA	NA	Johannes Matthiæ	61
Rösiö	Per Jönson	NA	61
Disney	Walt	NA	61
Ekerman	Petrus	NA	61
Trozelius	Clas Blechert	NA	61
Edqvist	Dagmar	NA	61
Duse	Samuel August	NA	61
Ljunggren	Gustaf	NA	61
Palmcrantz	Gösta	NA	61
Golowanjuk	Jascha	NA	61
Nilsson-Tannér	Per	NA	61
Fuhrmann	Stephan	NA	61
Björnståhl	Jacob Gustaf	NA	61
Lundstedt	Vilhelm	NA	60
Thyrén	Johan C. W	NA	60
Asplund	Karl	NA	60
Bring	Samuel E	NA	60
Browallius	Irja	NA	60
Berger	Henning	NA	60
Andersson	Dan	NA	60
Sivers	Henric Jacob	NA	60
Noreen	Adolf	NA	59
Munthe	Henrik	NA	59
France	Anatole	NA	59
Wranér	Henrik	NA	59
Kellgren	Johan Henric	NA	59
Hylander	Anders	NA	59
Rhodin	Sigurd	NA	59
Walberg	Carl Gustaf	NA	59
Unnerstad	Edith	NA	58
Kastman	Carl	NA	58
Tegner	Esaias	NA	58
Linderot	Lars	NA	58
Bergman	Bo	NA	58
Arndt	Johann	NA	58
Cederschiöld	Gustaf	NA	58
Ullman	Gustaf	NA	58
Hammarsköld	Lorenzo	NA	58
Martinson	Harry	NA	58
Schnell	Ivar	NA	58
Lindblom	Jacob Axelsson	NA	58
Bohlin	Karl	NA	58
Forssner	Hjalmar	NA	58
Bohrn	Erik	NA	58
Adlerbeth	Gudmund Jöran	NA	58
Roosval	Johnny	NA	57
Mangs	Frank	NA	57
Berg	Hjalmar	NA	57
Ahnlund	Nils	NA	57
Malmberg	Bertil	NA	57
Leopold	Carl Gustaf af	NA	57
Kiellman-Göranson	Julius Axel	NA	57
Grönstedt	Johan	NA	57
Fridegård	Jan	NA	57
Aminoff	Ivan	NA	57
Strömberg	Sigge	NA	57
Trägårdh	Ivar	NA	57
Oljelund	Ivan	NA	57
Gezelius	Johannes	NA	57
Genlis	Stéphanie Félicité	NA	57
Wodehouse	P. G	NA	56
Bergstrand-Poulsen	Elisabeth	NA	56
Benedicks	Carl	NA	56
Wieselgren	Peter	NA	56
Westerlund	Per	NA	56
Schröder	Gustaf	NA	56
Wieselgren	Sigfrid	NA	56
Lundquist	Ernst	NA	56
Petrén	Alfred	NA	56
Sundström	Johan Rudolf	NA	55
Nordensvan	Georg	NA	55
Karlfeldt	Erik Axel	NA	55
Stjernström	Louise	NA	55
Knorring	Sophie von	NA	55
Ferlin	Nils	NA	55
Mankell	Julius	NA	55
Wallmark	Peter Adam	NA	55
Nordenskiöld	Erland	NA	55
Gertz	Otto D	NA	55
Bring	J. Theophil	NA	55
Kryger	Johan Fredrik	NA	55
Hungerford	Margaret Wolfe	NA	55
Haeggström	Zacharias	NA	55
Hahr	August	NA	54
Örne	Anders	NA	54
NA	NA	Livius	54
Pethrus	Lewi	NA	54
Lee	Charles	NA	54
Henschen	Salomon Eberhard	NA	54
Stiernhielm	Georg	NA	54
Jensen	Alfred	NA	54
Cederborgh	Fredric	NA	54
Hornborg	Harald	NA	54
Troell	[Nils] Abraham	NA	54
Cleve	Per Teodor	NA	54
Naumann	Einar	NA	54
Rudbeckius	Johannes	NA	53
Pehrsson	Per	NA	53
Swahn	Waldemar	NA	53
Chronwall	Johan Henrik	NA	53
Waldén	Bertil	NA	53
Bennett	Arnold	NA	53
Sköld	Per Edvin	NA	53
Lindholm	Valdemar	NA	53
Tollesson	Pehr	NA	53
Söderbaum	Henrik	NA	53
Forssell	Gösta	NA	53
Jäderin-Hagfors	Maja	NA	53
Tybeck	Johan	NA	53
Sernander	Rutger	NA	52
Thunberg	Torsten	NA	52
Lundberg	Erik	NA	52
Böttiger	Carl Wilhelm	NA	52
Ovidius Naso	Publius	NA	52
Lindeberg	Anders	NA	52
Söderholm	Margit	NA	52
Hildebrand	Karl	NA	52
Schantz	Gustaf von	NA	52
Josephson	Ragnar	NA	52
Pallin	H. N	NA	52
Olivecrona	Karl	NA	52
Nilsson	Martin P	NA	52
Törner	Fabian	NA	51
Vallberg	Viktor	NA	51
Lindhagen	Carl	NA	51
Giertz	Bo	NA	51
Ellis	Edward Sylvester	NA	51
Berg	Henrik	NA	51
Bilmark	Johan	NA	51
Dahlgren	Carl Fredric	NA	51
Gråberg af Hemsö	Jacob	NA	51
Berg	Ruben G:son	NA	51
Wallensteen	Nanna	NA	51
Vannérus	Allen	NA	51
Skovgaard-Petersen	C	NA	51
Wickström	Victor Hugo	NA	50
Lind	Gustaf	NA	50
Henning	Ernst	NA	50
Herlitz	Nils	NA	50
Norberg	Matthias	NA	50
Mann	Thomas	NA	50
Pfeiffer	Sara	NA	50
Gauffin	Axel	NA	50
Didring	Ernst	NA	50
Nerman	Einar	NA	50
Vergilius Maro	Publius	NA	50
Nordin	John	NA	50
Lundmark	Knut	NA	50
Hubendick	Edvard	NA	50
Gran	Öyulv	NA	50
Fries	Elias	NA	50
Christie	Agatha	NA	50
Gor'kij	Maksim	NA	49
Schefferus	Johannes	NA	49
Ramsay	Ebba	NA	49
Hambræus	Axel	NA	49
Campe	Joachim Heinrich	NA	49
Colling	Lars Johan	NA	49
Carlén	Octavia	NA	48
Edquist	Carl	NA	48
Wikner	Pontus	NA	48
Holm	Thora	NA	48
Bensow	Oscar	NA	48
Andersson	Johan Gunnar	NA	48
Stephens	George	NA	48
Fogelklou	Emilia	NA	48
NA	NA	Birgitta	48
Lundborg	Herman	NA	48
Wrangel	Fredrik Ulrik	NA	48
Koch	Martin	NA	48
Wrede	Rabbe Axel	NA	48
Welander	Edvard	NA	48
Hanström	Bertil	NA	48
Broman	Ivar	NA	48
Lenngren	Anna Maria	NA	47
Trolle	Henrik af	NA	47
Rommerud	Sid Roland	NA	47
Hugo	Victor	NA	47
Swederus	Georg	NA	47
Witt	Otto	NA	47
Lundblad	Johan	NA	47
Klinckowström	Axel	NA	47
Salje	Sven Edvin	NA	47
Pontoppidan	Erik	NA	47
Retzius	Anders Jahan	NA	47
Nordlander	Johan	NA	47
Oxenstierna	Johan Gabriel	NA	46
Bäckman	Jonas	NA	46
Lieberath	Ebbe	NA	46
Engdahl	Axel	NA	46
Fries	Robert Elias	NA	46
Undén	Östen	NA	46
Becker	Karl Friedrich	NA	46
Sjöborg	Nils Henrik	NA	46
Defoe	Daniel	NA	46
Hertzman-Ericson	Gurli	NA	46
Lundell	Johan August	NA	46
Le Feuvre	Amy	NA	46
Kock	Ernst Albin	NA	46
Högelin	Lisa	NA	46
Hübner	Johann	NA	46
Holmberg	Johan Christopher	NA	46
Nilsson	Paul	NA	45
Balzac	Honoré de	NA	45
Tingsten	Lars Herman	NA	45
Forsstrand	Carl	NA	45
Cederberg	Arno Rafael	NA	45
Tidander	Lars Gustaf Teodor	NA	45
Sjövall	Einar	NA	45
NA	NA	Euklides	45
Almquist	Sigfrid	NA	45
Grip	Elias	NA	45
Anderson	William	NA	45
Svenson-Graner	Hilma	NA	45
Lindberg	Gustaf	NA	45
Lidner	Bengt	NA	45
Bergman	Dan	NA	45
Tullgren	Albert	NA	45
Svärd	Arvid	NA	45
Nyström	Ruben	NA	45
Nordenskjöld	Otto	NA	45
Nepos	Cornelius	NA	45
Moberg	Johan Christian	NA	45
Lönborg	Sven	NA	45
Holmgren	Emil Algot	NA	45
Celsius	Anders	NA	45
Petrén	Gustaf	NA	45
Hesselius	Andreas	NA	45
Nordensvan	Carl Otto	NA	44
Hisinger	Wilhelm	NA	44
Richert	Johan Gustaf	NA	44
Böttiger	John	NA	44
Fürst	Carl M	NA	44
Georgii	Carl Fredrik	NA	44
Elgström	Anna Lenah	NA	44
Wulff	Fredrik	NA	44
Lindhé	Wilma	NA	44
Olsson	Sven	NA	44
Pihlstrand	Ragnar	NA	44
Sylvain	Jules	NA	44
Karlgren	Bernhard	NA	44
Hemmer	Jarl	NA	44
Willebrand-Hollmérus	Margit von	NA	44
Wallquist	Einar	NA	44
Bergström	Hilding	NA	44
Wells, H	G	NA	44
Elvius	Pehr	NA	44
Rodhe	Emil	NA	44
Modin	Erik	NA	44
Skottsberg	Carl	NA	44
Josefson	Arnold Robert	NA	44
Holmquist	Hjalmar	NA	44
Granqvist	Ida	NA	44
Bergstrand	Carl Erik	NA	44
Nordén	Arthur	NA	44
Oppenheim	E. Phillips	NA	44
Nilsson	John	NA	44
Erixon	Sigurd	NA	44
Hülphers	Abraham Abrahamsson	NA	44
Andersson	Aron	NA	44
Kinberg	Olof	NA	43
Laurelius	Olof	NA	43
NA	NA	A. L. O. E	43
Lindman	Carl Axel Magnus	NA	43
Olsson	Oscar	NA	43
Hildebrandsson	Hugo Hildebrand	NA	43
Kämpe	Alfred	NA	43
Berch	Anders	NA	43
Trenter	Stieg	NA	43
Söderhjelm	Alma	NA	43
Nilsson	Sven	NA	43
Wikberg	Sven	NA	43
Kolmodin	Olof	NA	43
Åmark	Mats	NA	43
Wallén	Axel	NA	43
Rydh	Hanna	NA	43
Werner	E	NA	43
Rambach	Johann Jacob	NA	43
Olsson	Nils	NA	43
Nanneson	Ludvig	NA	43
Fritsch	Ahasver	NA	43
Backman	E. Louis	NA	43
Francke	August Hermann	NA	42
Munthe	Gustaf	NA	42
Leprince de Beaumont	Jeanne Marie	NA	42
Nicander	Karl August	NA	42
Warburg	Karl	NA	42
Wiklund	Karl Bernhard	NA	42
Stave	Erik	NA	42
Rydelius	Ellen	NA	42
May	Karl	NA	42
Jensen	Albert	NA	42
Gripenberg	Bertel	NA	42
Fitinghoff	Laura	NA	42
Fries	Samuel Andreas	NA	42
Berg	Fridtjuv	NA	42
Johansson	Johan Erik	NA	42
Ahrenberg	Jac	NA	42
Tegengren	Jacob	NA	42
Blix	Magnus	NA	42
Lilja	Gertrud	NA	42
Hagberg	Knut	NA	42
Larsson i By	Carl	NA	42
Landgren	Leon	NA	42
Steffen	Gustaf F	NA	42
Wollin	Nils G	NA	42
Mennander	Carl Fredrik	NA	42
Pettersson	Hans	NA	42
Nyman	Alf	NA	42
Turner	John Victor	NA	42
Brilioth	Yngve	NA	42
Bjerkander	Clas	NA	42
Eichhorn	Christoffer	NA	41
Gadelius	Bror	NA	41
Högbom	Arvid Gustaf	NA	41
Steffen	Richard	NA	41
Fallström	Daniel	NA	41
Glyn	Elinor	NA	41
Hofrén	Manne	NA	41
Hjelm	C. G	NA	41
Sienkiewicz	Henryk	NA	41
Hansson	Sigfrid	NA	41
Boye	Karin	NA	41
Beijer	Harald	NA	41
Mannström	Oscar	NA	41
Dahlström	Svante	NA	41
Löwenhielm	Gustaf	NA	41
Lagerborg	Rolf	NA	41
Barthel	Johann Gottfrid Christian	NA	41
Pettersson	Abraham	NA	41
Geijer	Per	NA	41
Spiess	Christian Heinrich	NA	41
Ribbing	Seved	NA	40
Benzelius	Jacob	NA	40
Hamnerin	Nils	NA	40
Strussenfelt	Ulrika Sophia von	NA	40
Norlind	Tobias	NA	40
Nygren	Anders	NA	40
Heimburg	W	NA	40
Gustaf-Janson	Gösta	NA	40
Björnstjerna	Magnus	NA	40
Moody	D. L	NA	40
Shaw	Bernard	NA	40
Macfie	Harry	NA	40
Gunnarson	Karl	NA	40
Silverstolpe	Axel Gabriel	NA	40
Lybeck	Mikael	NA	40
Curwood	James Oliver	NA	40
Jändel	Ragnar	NA	40
Braun	Wilhelm von	NA	40
Fersen	Axel von	NA	40
Kindberg	Nils Conrad	NA	40
Lindroth	Hjalmar	NA	40
Lichtenstein	Adolf	NA	40
Hewe	Nils	NA	40
Tingsten	Herbert	NA	39
Rodhe	Edvard	NA	39
Wide	Anders	NA	39
Sjögren	Otto	NA	39
Montelius	Oscar	NA	39
NA	NA	Tacitus	39
Liljeblad	Martin	NA	39
Svedenborg	Hedvig	NA	39
Josephson	Carl David	NA	39
Blyton	Enid	NA	39
Maugham	W. Somerset	NA	39
Roos	Magnus Friedrich	NA	39
Ahlin	J. O	NA	39
Svedelius	Wilhelm Erik	NA	39
Spegel	Haquin	NA	39
Stagnelius	Erik Johan	NA	39
Sörman	Py	NA	39
Thorén	Fritz	NA	39
Hagstroem	Karl Gustav	NA	39
Väring	Astrid	NA	39
Wahlström	Gunnar	NA	39
Sällberg	Thure	NA	39
Månsson	Fabian	NA	39
Granath	Wilhelm	NA	39
Mörner	Carl Thore	NA	39
Jundell	Isak	NA	39
Marmontel	Jean Franc<U+0326>ois	NA	39
Lundkvist	Artur	NA	39
Johansson	Emil	NA	39
Bastholm	Christian	NA	39
NA	NA	Molière	38
Siljeström	Per Adam	NA	38
Wahlström	Lydia	NA	38
Lilja	Nils	NA	38
Stalin	Josef	NA	38
Sinclair	Upton	NA	38
Galsworthy	John	NA	38
Dahlby	Frithiof	NA	38
Dahl	Carl G	NA	38
Hamsun	Knut	NA	38
Andersson	Otto	NA	38
Alm	Gunnar	NA	38
Wicksell	Knut	NA	38
Schildt	Runar	NA	38
Axelson	Maximilian	NA	38
Höpken	Carl Fredrik von	NA	38
Kullberg	Karl Anders af	NA	38
Deleen	Carl Erik	NA	38
Hermansson	Johan	NA	38
NA	NA	Sofokles	38
Langenfelt	Gösta	NA	38
Göranzon	Kurt	NA	38
Ebenhard	Alfred	NA	38
Bojer	Johan	NA	38
Dryselius	Erlandus Brodderi	NA	38
Bromander	Carl Vilhelm	NA	38
Brandell	Georg	NA	37
Wigforss	Ernst	NA	37
Heyse	Paul	NA	37
Gullberg	Hjalmar	NA	37
Janson	Betty	NA	37
Landquist	John	NA	37
Fogelqvist	Torsten	NA	37
Churchill	Winston	NA	37
Irving	Washington	NA	37
Haggard	H. Rider	NA	37
Sturtzenbecher	Mårten	NA	37
Nordenflycht	Hedvig Charlotta	NA	37
Wirsén	Carl David af	NA	37
Saltza	Edvard Fredrik von	NA	37
Rudbeck	Johannes	NA	37
Schildt	Göran	NA	37
Pettersson	Abraham Zacharias	NA	37
Åkerman	Johan	NA	37
Collinder	Björn	NA	37
Hartman	Olov	NA	37
Holmberg	Olle	NA	37
Agrell	Sigurd	NA	37
Bråkenhielm	Malvina	NA	37
Leinberg	Karl Gabriel	NA	37
Thunstedt	Dagny	NA	37
Møller	Louis	NA	37
Silverstolpe	Gustaf Abraham	NA	37
Andræ	Tor	NA	37
Regis	Julius	NA	37
Olsson	Bror	NA	37
Jansson	Eric	NA	37
Högström	Pehr	NA	37
Hagberg	Carl Peter	NA	37
Fredriksson	Nils	NA	37
Flintberg	Jacob Albrecht	NA	37
Fallén	Carl Fredrik	NA	37
Boije	Johan Ludvig	NA	37
Barthel	Christian	NA	37
Rönnow	Magnus	NA	37
Sturm	Christoph Christian	NA	37
Bruzelius	Emanuel	NA	37
Svenonius	Fredrik	NA	36
Waldor	Frank	NA	36
Nordenmark	Nils V. E	NA	36
Sturzen-Becker	Oscar Patric	NA	36
Crofts	Freeman Wills	NA	36
Hansson	Per Albin	NA	36
Bæckström	Arvid	NA	36
Alm	Henrik	NA	36
Samzelius	Hugo	NA	36
Nordström	Ester Blenda	NA	36
Bergqvist	Bengt J:son	NA	36
Sjögren	Håkan	NA	36
Lénström	Carl Julius	NA	36
Murbeck	Peter	NA	36
Smedberg	Richard	NA	36
Thunberg	Ivar Thor	NA	36
Hansell	Per Tore	NA	36
Widmark	Erik M. P	NA	36
Sundelius	Eric	NA	36
Sparre	Erik	NA	36
Baadsgaard	Anna	NA	36
Beskow	Fredrik Natanael	NA	36
Faggot	Jacob	NA	36
Eidem	Erling	NA	36
Zilliacus	Emil	NA	35
Stéenhoff	Frida	NA	35
Reid	Mayne	NA	35
Pettersson	Alfred	NA	35
Schiller	Harald	NA	35
Holmbäck	Åke	NA	35
Aldén	Gustaf A	NA	35
Afzelius	J. A	NA	35
Nerén	John	NA	35
NA	NA	Platon	35
Dahlberg	Nils	NA	35
Sylwan	Otto	NA	35
Hedin	Adolf	NA	35
Fitinghoff	Rosa	NA	35
Lindblom	Gerhard	NA	35
Burnett	Frances Hodgson	NA	35
Valmin	Natan	NA	35
Ekblom	Richard	NA	35
Rudbeck	Thure Gustaf	NA	35
Kjellgren	Josef	NA	35
Ternstedt	John	NA	35
Beckman	Natanael	NA	35
Arnoldson	K. P	NA	35
Ekelund	Vilhelm	NA	35
Hermelin	Olof	NA	35
Hagberg	Hilding	NA	35
Ruhe	Algot	NA	35
Rosendahl	Sven	NA	35
Rutherford	J[oseph] F[ranklin]	NA	35
Högberg	Olof	NA	35
Hedenvind-Eriksson	Gustav	NA	35
Åström	I. August	NA	35
Weibull	Mats	NA	35
Thorell	Tamerlan	NA	35
Odhe	Thorsten	NA	35
Möller	Axel	NA	35
Aminoff	Gregori	NA	35
Key	Einar	NA	35
Heikel	Ivar A	NA	35
Grotenfelt	Gösta	NA	35
Palmstedt	Carl	NA	35
Fant	Johan Michael	NA	35
Bergman	Emanuel	NA	35
Schubart	Tobias	NA	35
Loccenius	Johannes	NA	35
Törneblad	Bengt Johan	NA	35
Rudbeck	Johan Olof	NA	35
Almquist	Jan Eric	NA	34
Öhrvall	Hjalmar	NA	34
NA	NA	Thomas a Kempis	34
Upmark	Gustaf	NA	34
Grimm	Jacob	NA	34
Ibsen	Henrik	NA	34
Johansson	Albin	NA	34
Helander	Dick	NA	34
Jonasson	Olof	NA	34
Bjerne	Ulla	NA	34
Antoni	Nils	NA	34
Andersson	Harald	NA	34
Eneroth	Olof	NA	34
Nilsson Piraten	Fritiof	NA	34
Vetterlund	Fredrik	NA	34
Boberg	Carl	NA	34
Stjerne	Oscar	NA	34
Sundberg	Halvar G. F	NA	34
Wallin	Josef	NA	34
Järta	Hans	NA	34
Ringius	Henrik Florus	NA	34
Smith	Ejnar	NA	34
Olsson	Albert	NA	34
Wheatley	Dennis	NA	34
Söderwall	Hjalmar	NA	34
Ring	Barbra	NA	34
Kuylenstierna	Oswald	NA	34
Hjelmérus	Alfred	NA	34
Edlund	Erik	NA	34
De Geer	Charles	NA	34
Nylund	Bengt	NA	34
Osvald	Hugo	NA	34
Nilson	Lars Fredrik	NA	34
Gaunitz	Carl Bertil	NA	34
Hedegård	David	NA	34
Cheyney	Peter	NA	34
Borelius	Jacques	NA	34
Bolin	Pehr	NA	34
Bergius	Peter Jonas	NA	34
Hall	John	NA	34
Schröderheim	Elis	NA	33
Linderholm	Emanuel	NA	33
Stavenow	Ludvig	NA	33
