original	publication_interval_from	publication_interval_till	Count
1912:nov. ; 1913:[nr 1]-nr 3 ; årg. 2(1913):nr 4-årg. 3(1914):nr 4	    1913	    1914	 1
1933-1937	    1933	    1937	 1
Nr 1 ; 2 ; [1956:okt.]-1956:dec. ; 1957:nr 1 ; 1957:2/3-5 ; [19]57:6-[19]62:5	     Inf	     Inf	 1
[Årg. 1(1946):nr 1]-årg. 10(1955):nr 2	    1946	    1955	 1
1-3 ; 4-7 = årg. 2(1952) ; årg. 3(1953):1-12 ; årg. 4(1954):nr 1-årg. 18(1968):nr 3/4	    1952	    1968	 1
Årg. 1(1952):nr 1-nr 4/5	    1952	    1952	 1
[Årg. 1](1926):nr 1-årg. 5(1930):nr 1	    1926	    1930	 1
1945:[nr 1]-nr 75 ; nr 76 ; 1946:nr 2-1966:nr 8 = (77-1064)	    1064	    1064	 1
1931:dec.-1932:jan. ; 1932:nr 2	     Inf	     Inf	 1
1949: nr 1-1972: nr 24	     Inf	     Inf	 1
1898: nov.-1899: aug. ; 1899: kvartal 3/4-1906: kvartal 4 ; årg. 10(1907): nr 1/2-årg. 33(1930): nr 4	    1907	    1930	 1
Årg. 1(1931): nr 1-årg. 18(1948): nr 7/8 ; 1948: nr 9-1951: nr 12	    1931	    1948	 1
[1935:nr 1] ; 1936:nr 1-1941:nr 1	     Inf	     Inf	 1
1934:nr 1/2	     Inf	     Inf	 1
1932:nr 1-nr 9 ; årg. 2(1933):nr 1-årg. 12(1943):nr 12	    1933	    1943	 1
1952:nr 1-1954:nr 24	     Inf	     Inf	 1
1909: profnr	     Inf	     Inf	 1
1915:nr 1	     Inf	     Inf	 1
Årg. 1(1934): nr 1-nr 3	    1934	    1934	 1
1855: nr 1-1862: nr 10 ; 1863: nr 11-nr 23	     Inf	     Inf	 1
1923: nr 1-nr 12	     Inf	     Inf	 1
1914:nr 1-nr 23	     Inf	     Inf	 1
1932:nov.	     Inf	     Inf	 1
Årg. 1(1936): nr 1-årg. 4(1939): nr 4	    1936	    1939	 1
Nr 1-nr 4 ; 1906:nr 1-nr 4 ; 1908:nr 1	     Inf	     Inf	 1
Årg. 1(1931)-2 (1932)	    1931	    1932	 1
Årg. 6(1934):nr 1-årg. 23(1951):nr 4	    1934	    1951	 1
Årg. 41(1933): nr 1-årg. 62(1954): nr 12	    1933	    1954	 1
Nr 1-nr 22 ; årg. 3(1931):nr 1-årg. 5(1933):nr 12	    1931	    1933	 1
Årg. 1(1929):nr 1-årg. 25(1953):nr 12	    1929	    1953	 1
1919: nr 1-1958: nr 39	     Inf	     Inf	 1
[Årg. 1](1888):nr 1-årg. 44(1931):nr 52	    1888	    1931	 1
1904-[1905]	    1904	    1905	 1
1923: h. 1	     Inf	     Inf	 1
Årg. 15(1919):nr 1-nr 2 ; årg. 1(1919):nr 3-årg. 3(1921):nr 12	    1919	    1921	 1
1951:nr 1-1954:nr 2	     Inf	     Inf	 1
Jahrg. 1(1935): nr 1-Jahrg. 11(1945): nr 5	    1935	    1945	 1
1932: sommaren ; 1933: nr 1-1941: nr 12 ; årg. 10(1942): nr 1-	    1942	    1942	 1
1922: nr 1-nr 5/6 ; årg. 2(1923): nr 1-nr 3/4 ; 1925: nr 1-1926: nr 1 = 1925: h. 1-1926: h. 1 ; 1926: h. 2-1927: h. 3 ; 1932: nr 1-1934: nr 3 ; 1935: dec.	    1923	    1923	 1
Årg. 1(1900): jan.-årg. 10(1909): mars = nr 1-nr 129	    1900	    1909	 1
1952: nr 1-nr 3	     Inf	     Inf	 1
Årg. 1(1952):nr 1-nr 6	    1952	    1952	 1
1920:[nr 1]-1921:nr 4	     Inf	     Inf	 1
1942: nr 1-1945: nr 7	     Inf	     Inf	 1
Årg. 1(1928): nr 1-årg. 48(1976): 11/12	    1928	    1976	 1
Årg. 1(1931): nr 1-årg. 46(1976): nr 24/25	    1931	    1976	 1
Årg. 1(1909): h. 1-årg. 4(1912): h. 4 ; nr 16-nr 21	    1909	    1912	 1
Årg. 1(1945): nr 1-årg. 3(1947): nr 12 ; årg. 4(1948): 1-årg. 21(1965): 5/6	    1945	    1965	 1
Årg. 1(1937): nr 1-nr 6	    1937	    1937	 1
1947: nr 1-1951: nr 4	     Inf	     Inf	 1
1941-1979	    1941	    1979	 1
[1930]: nr 1-nr 3 ; [1930]: maj-dec. ; årg. 2([1931]): jan.-årg. 2(1931): sept.	    1930	    1931	 1
1917: nr 1-1918: nr 2 ; årg. 2(1918): nr 3-årg. 3(1919): nr 19 ; 1919: nr 20/21-nr 28 ; årg. 3(1919): nr 29-nr 31 ; 1919: nr 32/34 ; årg. 3(1919): nr 35-årg. 26(1942): nr 43	    1918	    1942	 1
[1939]: 1-[1940]: 42 ; [1941]: nr 1-[1942]: nr 45	    1940	    1942	 1
Årg. 1(1930): nr 1-1933: nr 4	    1930	    1930	 1
1942: 1-3 ; 1942: nr 4-nr 12	     Inf	     Inf	 1
Nr 1 ; nr 1[bis] ; nr 2 ; 3 = provnr ; 1953: nr 1-nr 2 ; [1953]: nr 3	    1953	    1953	 1
1942: nr 1-1947: nr 7/8	     Inf	     Inf	 1
Årg. 4(1929): nr 36-årg. 25 (1950): nr 11/12 ; årg. 26(1951)	    1929	    1951	 1
Årg. 3(1928): nr 14-årg. 4(1929): nr 35	    1928	    1929	 1
1948: nr 1-1949: nr 3 ; årg. 3(1950): nr 1-nr 2	    1950	    1950	 1
1932: julen ; årg. 2(1933): nr 1-nr 2 ; årg. 2(1933): jul	    1933	    1933	 1
Årg. 1(1943): nr 1-årg. 2(1944): nr 9 ; årg. 3(1948): nr 1-nr 1b	    1943	    1948	 1
1889-1895 ; årg. 8(1886)-årg. 25(1913) ; 1914-1915 ; årg. 28(1916)-årg. 56(1944) ; 1945-1962 ; årg. 75(1963)-årg. 77(1965)	    1886	    1965	 1
Årg. 1(1918):nr 1/2-årg. 28(1945):nr 12	    1918	    1945	 1
1942: nr 1-nr 12 ; årg 2(1943): nr 1-årg. 20(1961): nr 6 ; 1962: nr 1	    1943	    1961	 1
Årg. 11(1900):nr 1-nr 16 ; årg. 13(1902):julnr-årg. 14(1903):julnr	    1900	    1903	 1
1927: nr 1-nr 2	     Inf	     Inf	 1
Årg. 1(1911): nr 1-årg. 2(1912): nr 51/52 ; årg. 3(1913): h. 1-årg. 6(1916): h. 9 ; bd 6(1916): h. 10-bd 12(1922): nr 10	    1911	    1922	 1
1940: nr 1	     Inf	     Inf	 1
Årg. 1(1934): [nr 1]-nr 2	    1934	    1934	 1
1930: dec.-1932: sept. ; årg. 6(1933): nr 1-årg. 8(1935): nr 4 ; årg. 9(1936): nr 2-årg. 10(1937): nr 2 ; 1940: nr 1-1946: nr 3	    1933	    1937	 1
1954: 1-3	     Inf	     Inf	 1
1915: nr 1-nr 2 ; 1916: julnr	     Inf	     Inf	 1
1936: provnr	     Inf	     Inf	 1
1907: nr 1-nr 2	     Inf	     Inf	 1
Rok 1(1945): nr 8-rok 2(1946): nr 6	    1945	    1946	 1
Årg. 1(1921): nr [1]-årg. 4(1924): nr 8 ; 1925: nr 1/5	    1921	    1924	 1
[Årg. 1](1907): nr 1-årg. 4(1910): nr 1	    1907	    1910	 1
1949: nr 2-1950: nr 3 ; årg. 2(1950): nr 4-årg. 6(1954): nr 4 ; årg. 5(1954): nr 5-årg. 6(1955): nr 6 ; 1955: 7-1963: 8 ; årg. 16(1964): nr 1-årg. 19(1967): nr 4	    1950	    1967	 1
1926:dec.-1928:juli ; 1928:nr 4-1932:nr 1 ; årg. 14(1933):nr 1-årg. 20(1939):nr 2	    1933	    1939	 1
Årg. 1(1922/1923): nr 1-årg. 14(1935): nr 5/6	    1935	    1935	 1
Årg. 1([193?]): nr 1	     Inf	     Inf	 1
1908: nr 1-1910: nr 24 ; årg. 4(1911): nr 1-årg. 9(1917): nr 8 ; årg. 9(1917/1918): nr 9-nr 12 ; årg. 10(1919): nr 1-årg. 15(1924): nr 2	    1911	    1924	 1
1937: nr 1-1940: nr 4	     Inf	     Inf	 1
1918: nr 1-nr 11 ; årg. 1(1918): nr 12 ; 1918: julnr	    1918	    1918	 1
Årg. 1(1924):nr 1-nr 13	    1924	    1924	 1
1946: nr 1-nr 8 ; årg. 2(1947): nr 1-årg. 20(1965): nr 3	    1947	    1965	 1
Årg. 18(1946):nr 5-årg. 27(1955):nr 12	    1946	    1955	 1
1917:nr 1-1919:nr 26	     Inf	     Inf	 1
1904: nr 1-1907: nr 2	     Inf	     Inf	 1
[Årg. 1(1922): nr 1]-årg. 2(1923): nr 1	    1922	    1923	 1
1905:nr 1 ; årg. 2(1906):nr 1-årg. 4(1908):nr 3	    1906	    1908	 1
1907: nr 1-1913: nr 40	     Inf	     Inf	 1
1932:nr 1-nr 2	     Inf	     Inf	 1
1930: sept.	     Inf	     Inf	 1
1903: nr 1-nr 11 1/2	     Inf	     Inf	 1
Årg. 1(1934): nr 1-årg. 4(1937): nr 5/6	    1934	    1937	 1
1907: juli	     Inf	     Inf	 1
[Årg. 1](1882):nr 1-årg. 57(1938):nr 12	    1882	    1938	 1
Årg. 1(1930): nr 1-nr 2	    1930	    1930	 1
1922	    1922	    1922	 1
1944	    1944	    1944	 1
1944: nr 1	     Inf	     Inf	 1
1943: nr 1-nr 4 ; årg. 2(1944): nr 1-årg. 5(1947): nr 5 ; 1947: juni/juli ; årg. 5(1947): nr 7-nr 9	    1944	    1947	 1
Årg. 1(1938):nr 1-årg. 2(1939):nr 11/12	    1938	    1939	 1
Årg. 1(1898): nr 1-årg. 25(1922): nr 11/12	    1898	    1922	 1
1861-1879	    1861	    1879	 1
Årg. 1(1920):nr 1/2-årg. 9(1928):nr 12	    1920	    1928	 1
1949: nr 1-årg. 5(1953): nr 7	    1953	    1953	 1
Årg. 1(1949): nr 1-årg. 11(1959): nr 10	    1949	    1959	 1
Årg. 1(1924): nr 1-nr 4	    1924	    1924	 1
Årg. 1(1925): nr 1-årg. 2(1926): nr 1	    1925	    1926	 1
1935: sommarnr	     Inf	     Inf	 1
Årg. 1(1910)-årg. 4(1913)	    1910	    1913	 1
1828-1832 ; N.F., Bd 1(1836)-5(1840) ; Bd 1-2[=11-12, N.F. 6-7](1841-1842)	    1832	    1842	 1
1906: nr 1	     Inf	     Inf	 1
1914: nr 1-1918: nr 2	     Inf	     Inf	 1
1908:nr 0	     Inf	     Inf	 1
1934:nr 1 ; 1935:1-1937:2 ; 1938:våren-hösten ; 1939:april-maj	     Inf	     Inf	 1
H. 1-11 ; 12-14	     Inf	     Inf	 1
[1934]: provnr	    1934	    1934	 1
Årg. 15(1910): nr 21-årg. 27(1922): nr 14	    1910	    1922	 1
Årg. 1(1896): jan.-årg. 12(1907): dec. ; årg. 13(1908): nr 1-årg. 15(1910): nr 20	    1896	    1910	 1
Årg. 1(1893):nr 1-årg. 9(1901):nr 23/24	    1893	    1901	 1
Årg. 1:h. 1-årg. 2:h. 12 ; årg. 3:h. 1-årg. 12:h. 11/12 = Ser.-h. nr 21-nr 117	     117	     117	 1
1921:nr 1-1922:nr 19 ; årg. 18(1922):nr 20-nr 53	    1922	    1922	 1
1933: provnr	     Inf	     Inf	 1
Årg. 1([1899]) ; [1900-1901]	    1899	    1901	 1
1936:nr 1-nr 2	     Inf	     Inf	 1
1941: 1 maj, juni, juni	     Inf	     Inf	 1
Årg. 7(1918) - årg. 10(1921)	    1918	    1921	 1
1929	    1929	    1929	 1
1905	    1905	    1905	 1
Årg. 2(1934): nr 2-nr 15	    1934	    1934	 1
1873-1899 ; årg. 28(1900): nr 1-årg. 31(1903): nr 4	    1899	    1903	 1
Årg. 1(1925): maj-årg. 2(1926): juni ; 1928: april	    1925	    1926	 1
1938: nr 1-nr 5	     Inf	     Inf	 1
1922: nr 1 ; 1922: julnr	     Inf	     Inf	 1
Årg. 1(1911): nr 1-årg. 9(1919): nr 12	    1911	    1919	 1
1909: nr 1-1939: nr 1	     Inf	     Inf	 1
1932: nr 1-nr 5	     Inf	     Inf	 1
1891-1931	    1891	    1931	 1
Årg. 1(1946): nr 1-årg. 5(1950): nr 2	    1946	    1950	 1
1906/1907 ; 1908-1916	    1908	    1916	 1
Aarg. 3-aarg. 11(1923/1924): nr 4 ; årg. 11(1923/1924): nr 5-årg. 12(1924/1925): nr 10/12 ; årg. 13(1926): nr 1-årg. 14(1927): nr 8/9	    1926	    1927	 1
Årg. 1(1923): nr 1-nr 2	    1923	    1923	 1
Årg. 1(1874): nr 1-årg. 69(1942): nr 12	    1874	    1942	 1
1944: nr 1-1971: nr 12	     Inf	     Inf	 1
Årg. 1(1904): h. 1-årg. 8(1911): h. 3 ; årg. 9(1912) ; årg. 10(1913): h. 1-h. 3/4	    1904	    1913	 1
1898-06-17--1905-09-29 ; 1905:nr 40-1910:nr 52	    1905	    1905	 1
1911:nr 1-1941:nr 12	     Inf	     Inf	 1
1922:nr 1-nr 19	     Inf	     Inf	 1
1931: nr 1-1932: nr 6/7 ; 1932: nov./dec.	     Inf	     Inf	 1
Årg. 1(1888):nr 1-årg. 25(1912):nr 52	    1888	    1912	 1
Bd 1(1917):h. 1-h. 4	    1917	    1917	 1
Årg. 1(1925): febr.	    1925	    1925	 1
Årg. 1(1931): nr 1-årg. 2(1932): nr 3 ; årg. 3(1933): juni ; årg. 4(1934): höstnr	    1931	    1934	 1
Årg. 1(1936): nr 1-årg. 2(1937): nr 3 ; 1937: julnr ; 1938	    1936	    1938	 1
1927: nr 1 ; 1928[/1929]: nr 2/1	    1928	    1928	 1
1936: nr 1-nr 6 ; årg. 2(1937): nr 1-årg. 5(1940): nr 20	    1937	    1940	 1
1901: febr.	     Inf	     Inf	 1
Årg. 1(1915):juni	    1915	    1915	 1
Årg. 1(1930): nr 1-nr 4	    1930	    1930	 1
Årg. 1(1953): nr 1-nr 3	    1953	    1953	 1
Årg. 1(1931):[nr 1]-årg. 34(1964):nr 1/2	    1931	    1964	 1
1926: [nr 1]-1927: nr 2	     Inf	     Inf	 1
1845-1861	    1845	    1861	 1
Årg. 1(1911): nr 1 ; årg. 2(1912): april-aug.	    1911	    1912	 1
1903: h. 1-h. 9/10 ; årg. 2(1904): h. 1-årg. 24(1926): h. 11/12	    1904	    1926	 1
1898/1899: 1-11 ; 1898/1899:nr 12-1899/1900:nr 52 ; årg. 3(1900/1901):nr 1-årg. 5(1902/1903):nr 56	     Inf	     Inf	 1
Årg. 1(1933): nr 1	    1933	    1933	 1
Årg. 1(1924): nr 1	    1924	    1924	 1
Årg. 1(1932): nr 1	    1932	    1932	 1
1934: april ; 4 ; 1938: maj	     Inf	     Inf	 1
Årg. 1(1930): febr.-årg. 4(1933): okt.	    1930	    1933	 1
1943: nr 1	     Inf	     Inf	 1
1923: jan.-mars ; årg. 1(1923): nr 4-årg. 2(1924): nr 4	    1923	    1924	 1
[Årg. 1](1928): nr 1-årg. 2(1929): nr 7	    1928	    1929	 1
Årg. 1(1923): nr 1-nr 4	    1923	    1923	 1
[1939]-1966	    1939	    1966	 1
Årg. 1(1923):nr 1-årg. 4(1926):nr 10/12 ; årg. 4(1926):nr 12B	    1923	    1926	 1
Årg. 1(1941):nr 1-årg. 24(1964):nr 7	    1941	    1964	 1
1948-1960	    1948	    1960	 1
1910: nr 1-1911: nr 4	     Inf	     Inf	 1
1905:nr 1-nr 12 ; årg. 2(1906):nr 1-årg. 5(1909):[nr 27]	    1906	    1909	 1
1878: h. 1-1912: h. 6 ; 1913: 1/2-1915: 8 ; årg. 39(1916): 1/2-årg. 41(1918): 7/9 ; årg. 42(1919): h. 1-årg. 43(1920): h. 4	    1916	    1920	 1
[Årg. 1](1900): nr 1-årg. 47(1946): nr 24	    1900	    1946	 1
Årg. 1(1953): nr 1 ; nr 2/3-nr 5 ; årg. 1(1954): nr 6/7 ; årg. 2(1955): nr 1	    1953	    1955	 1
Årg. 1(1911): nr 1-årg. 15(1925): nr 6	    1911	    1925	 1
1929: nr 1-1930: nr 1 ; årg. 2(1930): nr 2/3-årg. 4(1932): nr 1/2	    1930	    1932	 1
Årg. 1(1949): nr 1-årg. 5(1953): nr 2	    1949	    1953	 1
Årg. 8(1920): nr 7-årg. 14(1926): nr 12B	    1920	    1926	 1
Årg. 1(1913): nr 1-årg. 2(1914): nr 4 ; årg. 2(1914): nr 5C ; årg. 2(1914): nr 6-årg. 3(1915): nr 12 ; 1916: nr 1-nr 3	    1913	    1915	 1
Årg. 1(1913): nr 1A-årg. 2(1914): nr 8A ; årg. 2(1914): nr 9-årg. 3(1915): nr 12 ; 1916: nr 1-nr 10 ; årg. 4(1916): nr 11-årg. 14(1926): nr 10/12 ; årg. 14(1926): nr 12B	    1913	    1926	 1
1906: nr 1/2-nr 4 ; årg. 2(1907): nr 1/2-årg. 6(1911): nr 1/2	    1907	    1911	 1
[Årg. 1](1896): okt.-årg. 12(1908): dec. ; årg. 13(1909): nr 1-årg. 15(1911): nr 6	    1896	    1911	 1
1922: nr 1-nr 11/12 ; årg. 2(1924): nr 1/3-årg. 3(1925): nr 1/3	    1924	    1925	 1
1928: nr 1-1930: 5/6 ; 1930: sept.-okt./dec. ; årg. 4(1931): nr 1-årg. 10(1937): nr 6	    1931	    1937	 1
Årg. 1(1921): nr 1-nr 2 ; årg. 1(1922): nr 1-årg. 22(1943): nr 11	    1921	    1943	 1
Årg. 1(1913): nr 1B-årg. 2(1914): nr 8B ; årg. 2(1914): nr 12-årg. 3(1915): nr 12 ; 1916: nr 1-nr 10 ; årg. 4(1916): nr 11-årg. 8(1920): nr 5/6	    1913	    1920	 1
1926: nr 1 ; 1926: juli-1935: dec.	     Inf	     Inf	 1
Årg. 1(1913):h. 1-årg. 6(1918):h. 1 ; årg. 7(1919)	    1913	    1919	 1
1919:nr 1-1922:nr 1	     Inf	     Inf	 1
Vol. 247-	     247	     247	 1
1928: påsk ; 1928: juni-1932: dec. ; [1934]-1938	    1934	    1938	 1
Årg. 1(1918): nr 1-nr 8	    1918	    1918	 1
1931: nr 1-1948: nr 11 ; 1948: julen	     Inf	     Inf	 1
1906-1941	    1906	    1941	 1
1938: nr 1-nr 2	     Inf	     Inf	 1
1932: april-1933: aug. = 1932: [nr 1]-1933: [nr 3]	     Inf	     Inf	 1
1931:jan.-1932:nov./dec. ; 1933:nr 1-nr 2	     Inf	     Inf	 1
Årg. 1(1945):nr 1-nr 4	    1945	    1945	 1
Årg. 1([1953]):nr 1-årg. 2([1954]):nr 1	    1953	    1954	 1
Årg. 1(1926):nr 1-årg. 4(1929):nr 10/12	    1926	    1929	 1
1828:nr 1-1832:nr 52	     Inf	     Inf	 1
Årg. 1(1890): nr 1-årg. 15(1904): nr 24	    1890	    1904	 1
Årg. 1(1901):nr 1-årg. 34(1934):nr 6	    1901	    1934	 1
Årg. 3(1946): nr 3	    1946	    1946	 1
1926-1954	    1926	    1954	 1
Årg. 1(1910)-	    1910	    1910	 1
1930: aug.-1931: dec. ; årg. 2(1932): nr 1-årg. 24(1954): nr 4	    1932	    1954	 1
1937: nr 4-1955: nr 8	     Inf	     Inf	 1
1905: nr 1-1914: nr 2	     Inf	     Inf	 1
1910:nr 1-1926:nr 12 ; årg. 21(1927):nr 1-årg. 48(1954):nr 12	    1927	    1954	 1
Årg. 1(1913):nr 1-årg. 30(1942):nr 12	    1913	    1942	 1
1940 ; årg. 2(1941) ; 1943-1945 ; årg. 6(1950)-årg. 7(1951) ; [1952-1955]	    1941	    1955	 1
1930-1942	    1930	    1942	 1
1914: nr 1-1949: nr 9	     Inf	     Inf	 1
1932: nr 1-1951: nr 1	     Inf	     Inf	 1
Årg. 11(1904): nr 1-årg. 15(1908): nr 24	    1904	    1908	 1
1926: nr 1-1933: nr 1	     Inf	     Inf	 1
Årg. 16(1909): nr 1-årg. 61(1954): nr 24	    1909	    1954	 1
1943: nr 1-1951: nr 12 ; årg. 40(1952): nr 1-årg. 42(1954): nr 12	    1952	    1954	 1
Årg. 1(1939): nr 1-årg. 15(1953): nr 20 ; årg. 58(1954): nr 1-årg. 64(1960): nr 5	    1939	    1960	 1
1949: nr 10-1954: nr 12	     Inf	     Inf	 1
Årg. 8(1939): nr 8-årg. 24(1955): nr 5 ; 1958: nr 1-nr 4	    1939	    1955	 1
1897: nr 1-1904: nr 50 ; årg. 9(1905): nr 1-årg. 42(1938): nr 41/42	    1905	    1938	 1
[1939: 1]-1940: [5]	     Inf	     Inf	 1
1949:nr 1-1950:nr 1 ; årg. 2(1950):nr 2-årg. 3(1951):nr 6/7 ; 1952:[nr 1/2]-nr 4 ; [1954:nr 1] ; årg. 6(1954/1955):[nr 2]-nr 3/4	    1950	    1951	 1
Årg. 54(1900): nr 1-årg. 74(1920): nr 12	    1900	    1920	 1
H. 1-h. 15 ; årg. 2(1935) = h. 16-h. 19	    1935	    1935	 1
1922: nr 1-1932: nr 6	     Inf	     Inf	 1
1923: nr 1-1942: nr 4	     Inf	     Inf	 1
Årg. 1(1877):h. 1-årg. 39(1915):h. 12	    1877	    1915	 1
Årg. 1(1929):nr 1-årg. 18(1946):nr 4	    1929	    1946	 1
Årg. 25(1900): nr 1-årg. 40(1915): nr 13/14	    1900	    1915	 1
Årg. 11(1919): nr 1-årg. 38(1946): nr 3	    1919	    1946	 1
Årg. 1(1932): h. 1-årg. 9(1940): h. 1 ; årg. 9(1940): nr 2-årg. 16(1947): nr 4	    1932	    1947	 1
Årg. 1(1939): nr 1-årg. 3(1941): nr 4/5	    1939	    1941	 1
Årg. 1(1906/07): nr 1-årg. 4(1910): nr 25	    1910	    1910	 1
1924:nr 1 ; 1925:jan.-1931:dec. ; årg. 7(1932):nr 1-årg.31(1956):nr 12	    1932	    1956	 1
N.F., årg. 1(1947):nr 1-nr 2	    1947	    1947	 1
[1953]: nr 1-1968: nr 26	     Inf	     Inf	 1
Årg. 1(1904): nr 1-6 ; årg. 2(1905): nr 1(13)-6(18) ; årg. 3(1906): nr 1-årg. 5(1908): nr 4/6	    1904	    1908	 1
1929-1957	    1929	    1957	 1
Årg 1(1932): nr 1-årg. 4(1935): nr 6	    1932	    1935	 1
Årg. 1(1921): nr 1-årg. 45(1965)	    1921	    1965	 1
1924:nr 1-nr 2 ; årg. 2(1925):nr 1-nr 13	    1925	    1925	 1
1935: nr 1-1953: nr 3/4; 1953: 5/6-12	     Inf	     Inf	 1
[Årg. 1](1931): nr 1-årg. 3(1933): nr 4	    1931	    1933	 1
Årg. 1(1942): nr 1-årg. 11(1952): nr 4	    1942	    1952	 1
Årg. 1(1934): nr 1-årg. 2(1935): nr 30	    1934	    1935	 1
Årg. 9(1932): nr 1/2-årg. 16(1939): nr 11/12	    1932	    1939	 1
Årg. 1(1936):nr 1-årg. 2(1937):nr 1	    1936	    1937	 1
[1-8] ; 9-10 ; [11]	     Inf	     Inf	 1
1944: jul- och nyårsnr ; årg. 2(1945): nr 1-årg. 4(1947): nr 1	    1945	    1947	 1
[1935]-[1936] ; årg. 3(1937):nr 1-nr 7	    1936	    1937	 1
Nr 1-nr 7 = Årg. 1([1943])-årg. 3(1945)	    1943	    1945	 1
Årg. 1(1930):nr 1	    1930	    1930	 1
1896-1945 ; årg. 50(1946)-årg. 57(1953)	    1896	    1953	 1
1943:nr 1-1944:nr 2/3	     Inf	     Inf	 1
1903:nr 1-nr 14 ; 1903:B-nr ; årg. 2(1904):nr 1-nr 14	    1904	    1904	 1
Årg. 1(1891)-3(1893)	    1891	    1893	 1
1957-1965:4	    1957	    1957	 1
1939:maj ; 1939:nr 2-1945:nr 6	     Inf	     Inf	 1
1910: nr 1-nr 14	     Inf	     Inf	 1
N.R., Bd 1(1874)-10(1890/92) ; R. 3, Bd 1(1892/93)-20(1911) ; R. 4, Bd 1(1912)-10(1922)	    1874	    1922	 1
1906-1943	    1906	    1943	 1
Årg. 1(1934): nr 1-årg. 2(1935): nr 27	    1934	    1935	 1
1949:maj	     Inf	     Inf	 1
Nr 1-nr 3 ; 1950: sept.	     Inf	     Inf	 1
[Årg. 1](1907)-årg. 2(1908) ; 1909-1914	    1907	    1914	 1
1944--?	    1944	    1944	 1
1935: nr 1-1943: nr 12 ; årg. 9(1944): nr 1-nr 12	    1944	    1944	 1
Nr 1-nr 24 = Årg. 1(1904)-årg. 2(1905)	    1904	    1905	 1
1922: julnr ; 1923: nr 1 ; 1925: okt. ; årg. 5(1926): [nr 1]-årg. 7(1928): nr 12 ; 1929: nr 1/2-1932:10/12 ; 1933: sept. ; 1934: nr 1/3-[1945] ; årg. 25(1947): nr 1	    1926	    1947	 1
Årg. 1(1916): h. 1-årg. 32(1947): h. 1/8 ; årg. 33(1948): 1/2-årg 52(1967): 5/6 ; [19]67: 7-[19]69: 10 ; årg. 55(1970): nr 1-årg. 90(2005): nr 10 ; årg. 91(2005): 1-	    1916	    2005	 1
1919: nr 1-1920: nr 7 ; årg. 4(1921): nr 1-årg. 6(1923): nr 7	    1921	    1923	 1
1934: nr 1 ; 1934: 2	     Inf	     Inf	 1
1838/1839, 1847-1858	    1838	    1858	 1
1953:nr 1-nr 18	     Inf	     Inf	 1
Årg. 1-?	     Inf	     Inf	 1
Årg. 1([1931]): nr 1-årg. 14(1944): nr 5	    1931	    1944	 1
Årg. 20(1932)-38(1950)	    1932	    1950	 1
Årg. 21(1940): nr 1-årg. 22(1941): nr 2	    1940	    1941	 1
Årg. 1(1925):h. 1-årg. 9(1933):h. 6 ; årg. 10(1934):nr 1-årg. 33(1957):nr 6 ; årg. 34(1958):1-årg. 35(1959):3/4	    1925	    1959	 1
1941: [1]-1943: 3 ; årg. 3(1943): nr 3-årg. 4(1944): nr 3/4	    1943	    1944	 1
Nr 2-nr 24 ; årg. 13(1929):nr 1 ; nr 26-nr 27 ; 1935:nr 1-1939:nr 2 ; årg. 25(1940):nr 1-årg. 28(1943):nr 4	    1929	    1943	 1
Årg. 1(1951): nr 1-årg. 2(1952): nr 1	    1951	    1952	 1
1906: nr 1-nr 3 ; [1912]: nr 1-1913: [nr 4] ; 1914: mars-1916: sept. ; årg. 10(1916): dec. ; årg. 11(1918): nr 1-årg. 14(1920): nr 3 ; [1920]: påsknr ; 1920: nr 5-nr 11 ; 1920: julnr ; [1921]: jan.-febr. ; 1921: nr 3 ; [1921]: juni-aug. ; 1923: julnr-1927: julnr ; 1935: påsknr	    1912	    1921	 1
1923:nr 1-1924:nr 3	     Inf	     Inf	 1
Årg. 1(1948): nr 1-årg. 3(1950): nr 4	    1948	    1950	 1
Årg. 10(1949):nr 1-nr 2	    1949	    1949	 1
Årg. 1(1938): nr 1 ; Vol. 2(1939): no. 2-no. 4	    1938	    1939	 1
Nr 1-nr 5 ; 1951: nr 1-1958: nr 4	     Inf	     Inf	 1
Årg. 1(1943):nr 1-årg. 7(1949):nr 1	    1943	    1949	 1
Nr 1-nr 285 = [årg. 1](1891)-årg. 24(1915) ; årg 24(1915): nr 3-årg. 31(1922): nr 12 = (286)-(379)	     285	    1922	 1
Årg. 1(1924):nr 1-årg. 2(1925):nr 3/4	    1924	    1925	 1
Årg. 1(1922):nr 1-3	    1922	    1922	 1
1841-1842	    1841	    1842	 1
Årg. 1(1917):nr 1-årg. 3(1919):nr 7/9	    1917	    1919	 1
Årg. 10(1936):nr 1-nr 21	    1936	    1936	 1
Årg. [1](1940): nr 1-årg. 6(1945): nr 12	    1940	    1945	 1
1924:dec. ; [1925:nr 1]-nr 4 ; årg. 3(1926):nr 1-årg. 10(1934):nr 1/2	    1926	    1934	 1
[Årg. 1](1945):nr 1-årg. 9(1953):julnr	    1945	    1953	 1
